Extinction, scattering, and absorption properties computed for the
carbonaceous - silicate dust model of Weingartner & Draine (2001) and
Li & Draine (2001).

Model consists of mixture of carbonaceous grains, and amorphous
silicate grains.  Carbonaceous grains are PAH-like when small, and
graphite-like when large (see Li & Draine 2001).  Size distributions
from Weingartner & Draine (2001).  PAH optical properties are from Li
& Draine (2001).  Graphite and silicate optical properties from Draine
& Lee (1984), Laor & Draine (1993), Weingartner & Draine (2001), and
Li & Draine (2001).

Grain size distribution: Weingartner & Draine (2001) model B for
R_V=4.0 galactic dust with C/H = b_C = 40.e-6 in two log-normal size
distributions.

The PAH/graphitic grains in the log-normal size distributions are
assumed to be 50% neutral and 50% ionized.  The PAH/graphitic grains
in the size distribution given by eq. (5,6) of Weingartner & Draine
(2001) are assumed to be 100% ionized.

Calculated by B.T. Draine, Princeton University, 2001.07.05

References:
Draine, B.T., & Lee, H.-M. 1984, "Optical Properties of Interstellar
    Graphite and Silicate Grains", Astrophys. J., 285, 89-108
Laor, A., & Draine, B.T. 1993, "Spectroscopic Constraints on the Properties
    of Dust in Active Galactic Nuclei", Astrophys. J., 402, 441-468
Li, A., & Draine, B.T. 2001, "Infrared Emission from Interstellar Dust. II.
    The Diffuse Interstellar Medium", Astrophys. J., 554, 778-802
Weingartner, J.C., & Draine, B.T. 2001, "Dust Grain-Size Distributions and 
    Extinction in the Milky Way, LMC, and SMC", Astrophys. J., 548, 296-309

Tabulated quantities:
lambda  = wavelength in vacuo (micron) [2401 values from 1.e-2 to 1.e4 um]
albedo  = (scattering cross section)/(extinction cross section)
g       = <cos(theta)> for scattered light
C_ext/H = extinction cross section per H nucleon (cm^2/H)
K_abs   = absorption cross section per mass of dust (cm^2/gram)

 lambda   albedo    g     C_ext/H    K_abs
(micron)                  (cm^2/H)  (cm^2/g)
--------- ------  ------ --------- ---------
5.527E+00 0.4873  0.2245 2.110E-23 6.017E+02
5.559E+00 0.4865  0.2235 2.099E-23 5.995E+02
5.591E+00 0.4856  0.2225 2.087E-23 5.972E+02
5.623E+00 0.4847  0.2215 2.075E-23 5.948E+02
5.656E+00 0.4837  0.2206 2.063E-23 5.924E+02
5.689E+00 0.4827  0.2199 2.052E-23 5.902E+02
5.721E+00 0.4816  0.2193 2.040E-23 5.882E+02
5.754E+00 0.4805  0.2187 2.030E-23 5.864E+02
5.788E+00 0.4794  0.2181 2.020E-23 5.849E+02
5.821E+00 0.4782  0.2176 2.011E-23 5.835E+02
5.855E+00 0.4768  0.2171 2.002E-23 5.824E+02
5.888E+00 0.4753  0.2166 1.994E-23 5.817E+02
5.922E+00 0.4736  0.2161 1.987E-23 5.816E+02
5.957E+00 0.4715  0.2155 1.981E-23 5.823E+02
5.991E+00 0.4691  0.2149 1.977E-23 5.838E+02
6.026E+00 0.4662  0.2142 1.976E-23 5.866E+02
6.060E+00 0.4627  0.2134 1.977E-23 5.907E+02
6.095E+00 0.4586  0.2126 1.981E-23 5.964E+02
6.131E+00 0.4541  0.2116 1.986E-23 6.028E+02
6.166E+00 0.4502  0.2106 1.988E-23 6.079E+02
6.202E+00 0.4479  0.2096 1.982E-23 6.086E+02
6.237E+00 0.4482  0.2087 1.966E-23 6.033E+02
6.273E+00 0.4502  0.2077 1.942E-23 5.937E+02
6.310E+00 0.4524  0.2066 1.916E-23 5.834E+02
6.346E+00 0.4541  0.2065 1.894E-23 5.750E+02
6.383E+00 0.4557  0.2059 1.873E-23 5.671E+02
6.419E+00 0.4567  0.2052 1.855E-23 5.606E+02
6.457E+00 0.4572  0.2046 1.839E-23 5.552E+02
6.494E+00 0.4574  0.2040 1.825E-23 5.506E+02
6.531E+00 0.4572  0.2034 1.811E-23 5.467E+02
6.569E+00 0.4569  0.2027 1.799E-23 5.434E+02
6.607E+00 0.4564  0.2020 1.788E-23 5.404E+02
6.645E+00 0.4558  0.2013 1.777E-23 5.377E+02
6.683E+00 0.4550  0.2005 1.766E-23 5.353E+02
6.722E+00 0.4542  0.1996 1.756E-23 5.331E+02
6.761E+00 0.4533  0.1986 1.746E-23 5.310E+02
6.800E+00 0.4522  0.1976 1.737E-23 5.291E+02
6.839E+00 0.4510  0.1966 1.727E-23 5.273E+02
6.879E+00 0.4497  0.1957 1.718E-23 5.257E+02
6.918E+00 0.4484  0.1948 1.709E-23 5.242E+02
6.958E+00 0.4469  0.1939 1.700E-23 5.231E+02
6.998E+00 0.4452  0.1932 1.693E-23 5.224E+02
7.039E+00 0.4433  0.1924 1.687E-23 5.222E+02
7.079E+00 0.4411  0.1917 1.681E-23 5.225E+02
7.120E+00 0.4389  0.1910 1.676E-23 5.230E+02
7.161E+00 0.4361  0.1902 1.673E-23 5.246E+02
7.203E+00 0.4328  0.1895 1.673E-23 5.276E+02
7.244E+00 0.4288  0.1887 1.674E-23 5.319E+02
7.286E+00 0.4243  0.1879 1.679E-23 5.376E+02
7.328E+00 0.4194  0.1870 1.685E-23 5.440E+02
7.371E+00 0.4135  0.1862 1.695E-23 5.528E+02
7.413E+00 0.4066  0.1852 1.710E-23 5.642E+02
7.456E+00 0.3988  0.1842 1.729E-23 5.780E+02
7.499E+00 0.3902  0.1832 1.752E-23 5.941E+02
7.542E+00 0.3810  0.1821 1.779E-23 6.125E+02
7.586E+00 0.3709  0.1811 1.811E-23 6.337E+02
7.630E+00 0.3606  0.1801 1.847E-23 6.569E+02
7.674E+00 0.3503  0.1792 1.885E-23 6.812E+02
7.718E+00 0.3402  0.1783 1.925E-23 7.063E+02
7.762E+00 0.3303  0.1774 1.966E-23 7.322E+02
7.807E+00 0.3201  0.1765 2.011E-23 7.604E+02
7.852E+00 0.3097  0.1756 2.061E-23 7.912E+02
7.898E+00 0.2990  0.1747 2.117E-23 8.252E+02
7.943E+00 0.2880  0.1737 2.179E-23 8.630E+02
7.989E+00 0.2766  0.1727 2.250E-23 9.050E+02
8.035E+00 0.2648  0.1717 2.330E-23 9.526E+02
8.082E+00 0.2530  0.1706 2.419E-23 1.005E+03
8.128E+00 0.2412  0.1695 2.515E-23 1.061E+03
8.175E+00 0.2297  0.1684 2.619E-23 1.122E+03
8.222E+00 0.2185  0.1672 2.729E-23 1.186E+03
8.270E+00 0.2077  0.1660 2.846E-23 1.254E+03
8.318E+00 0.1989  0.1648 2.945E-23 1.312E+03
8.366E+00 0.1908  0.1636 3.045E-23 1.370E+03
8.414E+00 0.1835  0.1624 3.137E-23 1.424E+03
8.463E+00 0.1769  0.1613 3.226E-23 1.476E+03
8.511E+00 0.1708  0.1601 3.311E-23 1.527E+03
8.561E+00 0.1650  0.1590 3.396E-23 1.577E+03
8.610E+00 0.1596  0.1578 3.480E-23 1.627E+03
8.660E+00 0.1543  0.1567 3.569E-23 1.678E+03
8.710E+00 0.1490  0.1555 3.663E-23 1.734E+03
8.760E+00 0.1436  0.1543 3.767E-23 1.794E+03
8.810E+00 0.1381  0.1531 3.883E-23 1.861E+03
8.861E+00 0.1325  0.1518 4.009E-23 1.934E+03
8.913E+00 0.1271  0.1505 4.145E-23 2.012E+03
8.964E+00 0.1218  0.1492 4.286E-23 2.093E+03
9.016E+00 0.1167  0.1478 4.431E-23 2.176E+03
9.068E+00 0.1121  0.1465 4.573E-23 2.258E+03
9.120E+00 0.1079  0.1451 4.709E-23 2.336E+03
9.173E+00 0.1042  0.1437 4.832E-23 2.407E+03
9.226E+00 0.1010  0.1423 4.938E-23 2.469E+03
9.279E+00 0.0984  0.1409 5.024E-23 2.519E+03
9.333E+00 0.0963  0.1396 5.086E-23 2.556E+03
9.386E+00 0.0947  0.1382 5.125E-23 2.580E+03
9.441E+00 0.0935  0.1368 5.140E-23 2.591E+03
9.495E+00 0.0928  0.1355 5.132E-23 2.589E+03
9.550E+00 0.0924  0.1341 5.105E-23 2.577E+03
9.605E+00 0.0923  0.1327 5.062E-23 2.555E+03
9.661E+00 0.0924  0.1314 5.004E-23 2.526E+03
9.716E+00 0.0927  0.1299 4.938E-23 2.492E+03
9.772E+00 0.0930  0.1285 4.871E-23 2.457E+03
9.829E+00 0.0934  0.1270 4.806E-23 2.423E+03
9.886E+00 0.0937  0.1256 4.741E-23 2.390E+03
9.943E+00 0.0940  0.1241 4.679E-23 2.357E+03
1.000E+01 0.0942  0.1226 4.619E-23 2.327E+03
1.006E+01 0.0944  0.1211 4.564E-23 2.299E+03
1.012E+01 0.0945  0.1196 4.509E-23 2.271E+03
1.017E+01 0.0947  0.1181 4.455E-23 2.243E+03
1.023E+01 0.0949  0.1165 4.398E-23 2.213E+03
1.029E+01 0.0954  0.1150 4.333E-23 2.180E+03
1.035E+01 0.0960  0.1135 4.260E-23 2.142E+03
1.041E+01 0.0969  0.1119 4.175E-23 2.097E+03
1.047E+01 0.0981  0.1104 4.083E-23 2.048E+03
1.053E+01 0.0995  0.1089 3.983E-23 1.994E+03
1.059E+01 0.1011  0.1074 3.880E-23 1.939E+03
1.065E+01 0.1027  0.1058 3.778E-23 1.885E+03
1.072E+01 0.1043  0.1042 3.680E-23 1.833E+03
1.078E+01 0.1057  0.1025 3.590E-23 1.785E+03
1.084E+01 0.1071  0.1007 3.505E-23 1.741E+03
1.090E+01 0.1083  0.0989 3.426E-23 1.699E+03
1.096E+01 0.1094  0.0970 3.352E-23 1.660E+03
1.103E+01 0.1104  0.0951 3.282E-23 1.624E+03
1.109E+01 0.1114  0.0931 3.214E-23 1.588E+03
1.116E+01 0.1123  0.0910 3.147E-23 1.553E+03
1.122E+01 0.1132  0.0886 3.082E-23 1.520E+03
1.128E+01 0.1141  0.0862 3.017E-23 1.487E+03
1.135E+01 0.1151  0.0837 2.949E-23 1.452E+03
1.142E+01 0.1157  0.0796 2.879E-23 1.416E+03
1.148E+01 0.1131  0.0657 2.811E-23 1.386E+03
1.155E+01 0.1253  0.0935 2.787E-23 1.356E+03
1.161E+01 0.1242  0.0860 2.701E-23 1.315E+03
1.168E+01 0.1248  0.0826 2.640E-23 1.285E+03
1.175E+01 0.1258  0.0799 2.581E-23 1.255E+03
1.182E+01 0.1269  0.0774 2.522E-23 1.224E+03
1.189E+01 0.1282  0.0749 2.463E-23 1.194E+03
1.195E+01 0.1297  0.0726 2.403E-23 1.163E+03
1.202E+01 0.1313  0.0705 2.344E-23 1.132E+03
1.209E+01 0.1330  0.0685 2.286E-23 1.102E+03
1.216E+01 0.1347  0.0666 2.231E-23 1.073E+03
1.223E+01 0.1362  0.0648 2.181E-23 1.048E+03
1.230E+01 0.1375  0.0628 2.134E-23 1.024E+03
1.237E+01 0.1388  0.0608 2.089E-23 1.000E+03
1.245E+01 0.1403  0.0588 2.043E-23 9.767E+02
1.252E+01 0.1418  0.0568 1.997E-23 9.532E+02
1.259E+01 0.1433  0.0547 1.953E-23 9.303E+02
1.266E+01 0.1448  0.0527 1.908E-23 9.076E+02
1.274E+01 0.1465  0.0507 1.864E-23 8.849E+02
1.281E+01 0.1481  0.0486 1.821E-23 8.628E+02
1.288E+01 0.1498  0.0466 1.779E-23 8.412E+02
1.296E+01 0.1514  0.0446 1.739E-23 8.209E+02
1.303E+01 0.1528  0.0426 1.702E-23 8.020E+02
1.311E+01 0.1542  0.0406 1.666E-23 7.838E+02
1.318E+01 0.1555  0.0385 1.632E-23 7.665E+02
1.326E+01 0.1569  0.0365 1.598E-23 7.492E+02
1.334E+01 0.1583  0.0344 1.565E-23 7.326E+02
1.341E+01 0.1595  0.0323 1.533E-23 7.167E+02
1.349E+01 0.1607  0.0303 1.503E-23 7.014E+02
1.357E+01 0.1619  0.0282 1.474E-23 6.868E+02
1.365E+01 0.1629  0.0262 1.447E-23 6.735E+02
1.372E+01 0.1637  0.0241 1.422E-23 6.614E+02
1.380E+01 0.1641  0.0221 1.400E-23 6.509E+02
1.388E+01 0.1642  0.0200 1.383E-23 6.427E+02
1.396E+01 0.1638  0.0180 1.368E-23 6.362E+02
1.404E+01 0.1631  0.0159 1.357E-23 6.315E+02
1.413E+01 0.1620  0.0139 1.349E-23 6.288E+02
1.421E+01 0.1604  0.0118 1.345E-23 6.282E+02
1.429E+01 0.1585  0.0098 1.344E-23 6.290E+02
1.437E+01 0.1563  0.0077 1.346E-23 6.314E+02
1.445E+01 0.1539  0.0057 1.350E-23 6.351E+02
1.454E+01 0.1513  0.0037 1.356E-23 6.398E+02
1.462E+01 0.1485  0.0016 1.363E-23 6.456E+02
1.471E+01 0.1456 -0.0004 1.373E-23 6.524E+02
1.479E+01 0.1426 -0.0025 1.384E-23 6.597E+02
1.488E+01 0.1398 -0.0045 1.394E-23 6.668E+02
1.496E+01 0.1369 -0.0066 1.405E-23 6.743E+02
1.505E+01 0.1340 -0.0087 1.416E-23 6.818E+02
1.514E+01 0.1312 -0.0107 1.427E-23 6.895E+02
1.522E+01 0.1284 -0.0127 1.440E-23 6.978E+02
1.531E+01 0.1256 -0.0147 1.453E-23 7.064E+02
1.540E+01 0.1228 -0.0166 1.466E-23 7.153E+02
1.549E+01 0.1201 -0.0186 1.481E-23 7.245E+02
1.558E+01 0.1174 -0.0206 1.495E-23 7.340E+02
1.567E+01 0.1147 -0.0226 1.510E-23 7.436E+02
1.576E+01 0.1120 -0.0245 1.526E-23 7.534E+02
1.585E+01 0.1094 -0.0265 1.541E-23 7.634E+02
1.594E+01 0.1069 -0.0284 1.558E-23 7.736E+02
1.603E+01 0.1044 -0.0304 1.574E-23 7.839E+02
1.613E+01 0.1019 -0.0323 1.591E-23 7.945E+02
1.622E+01 0.0994 -0.0342 1.609E-23 8.059E+02
1.631E+01 0.0967 -0.0361 1.632E-23 8.201E+02
1.641E+01 0.0937 -0.0380 1.662E-23 8.379E+02
1.650E+01 0.0923 -0.0399 1.664E-23 8.400E+02
1.660E+01 0.0905 -0.0418 1.674E-23 8.467E+02
1.669E+01 0.0886 -0.0437 1.688E-23 8.555E+02
1.679E+01 0.0867 -0.0455 1.702E-23 8.644E+02
1.688E+01 0.0849 -0.0474 1.715E-23 8.729E+02
1.698E+01 0.0831 -0.0492 1.728E-23 8.810E+02
1.708E+01 0.0814 -0.0511 1.740E-23 8.889E+02
1.718E+01 0.0798 -0.0529 1.751E-23 8.963E+02
1.728E+01 0.0782 -0.0547 1.763E-23 9.036E+02
1.738E+01 0.0766 -0.0565 1.773E-23 9.106E+02
1.748E+01 0.0752 -0.0582 1.783E-23 9.170E+02
1.758E+01 0.0738 -0.0600 1.791E-23 9.226E+02
1.768E+01 0.0725 -0.0617 1.799E-23 9.277E+02
1.778E+01 0.0713 -0.0635 1.804E-23 9.318E+02
1.789E+01 0.0701 -0.0652 1.809E-23 9.352E+02
1.799E+01 0.0690 -0.0669 1.812E-23 9.383E+02
1.809E+01 0.0679 -0.0686 1.816E-23 9.416E+02
1.820E+01 0.0668 -0.0703 1.822E-23 9.454E+02
1.830E+01 0.0659 -0.0720 1.819E-23 9.451E+02
1.841E+01 0.0653 -0.0736 1.810E-23 9.406E+02
1.851E+01 0.0647 -0.0753 1.800E-23 9.364E+02
1.862E+01 0.0641 -0.0769 1.792E-23 9.324E+02
1.873E+01 0.0635 -0.0785 1.782E-23 9.281E+02
1.884E+01 0.0630 -0.0801 1.772E-23 9.232E+02
1.895E+01 0.0625 -0.0817 1.760E-23 9.175E+02
1.905E+01 0.0621 -0.0832 1.747E-23 9.110E+02
1.916E+01 0.0617 -0.0848 1.732E-23 9.039E+02
1.928E+01 0.0614 -0.0863 1.717E-23 8.962E+02
1.939E+01 0.0611 -0.0879 1.700E-23 8.878E+02
1.950E+01 0.0608 -0.0894 1.682E-23 8.788E+02
1.961E+01 0.0606 -0.0910 1.664E-23 8.692E+02
1.972E+01 0.0604 -0.0925 1.644E-23 8.592E+02
1.984E+01 0.0603 -0.0940 1.624E-23 8.489E+02
1.995E+01 0.0602 -0.0955 1.604E-23 8.382E+02
2.007E+01 0.0601 -0.0970 1.583E-23 8.274E+02
2.018E+01 0.0600 -0.0985 1.562E-23 8.167E+02
2.030E+01 0.0598 -0.1000 1.542E-23 8.061E+02
2.042E+01 0.0596 -0.1015 1.524E-23 7.970E+02
2.054E+01 0.0594 -0.1029 1.508E-23 7.887E+02
2.065E+01 0.0591 -0.1043 1.493E-23 7.810E+02
2.077E+01 0.0588 -0.1057 1.478E-23 7.736E+02
2.089E+01 0.0584 -0.1072 1.464E-23 7.666E+02
2.101E+01 0.0581 -0.1085 1.451E-23 7.599E+02
2.113E+01 0.0577 -0.1099 1.436E-23 7.524E+02
2.126E+01 0.0575 -0.1113 1.419E-23 7.439E+02
2.138E+01 0.0574 -0.1127 1.401E-23 7.342E+02
2.150E+01 0.0572 -0.1140 1.383E-23 7.249E+02
2.163E+01 0.0570 -0.1153 1.365E-23 7.160E+02
2.175E+01 0.0568 -0.1166 1.349E-23 7.078E+02
2.188E+01 0.0566 -0.1178 1.334E-23 6.997E+02
2.200E+01 0.0564 -0.1191 1.318E-23 6.918E+02
2.213E+01 0.0561 -0.1203 1.303E-23 6.840E+02
2.226E+01 0.0559 -0.1215 1.287E-23 6.758E+02
2.239E+01 0.0557 -0.1227 1.272E-23 6.678E+02
2.252E+01 0.0555 -0.1239 1.256E-23 6.599E+02
2.265E+01 0.0552 -0.1251 1.242E-23 6.525E+02
2.278E+01 0.0550 -0.1263 1.228E-23 6.456E+02
2.291E+01 0.0547 -0.1274 1.215E-23 6.389E+02
2.304E+01 0.0543 -0.1286 1.203E-23 6.327E+02
2.317E+01 0.0540 -0.1297 1.191E-23 6.266E+02
2.331E+01 0.0537 -0.1308 1.179E-23 6.204E+02
2.344E+01 0.0534 -0.1319 1.166E-23 6.139E+02
2.358E+01 0.0531 -0.1330 1.153E-23 6.072E+02
2.371E+01 0.0528 -0.1340 1.140E-23 6.006E+02
2.385E+01 0.0525 -0.1351 1.128E-23 5.941E+02
2.399E+01 0.0522 -0.1361 1.116E-23 5.882E+02
2.413E+01 0.0519 -0.1371 1.105E-23 5.825E+02
2.427E+01 0.0515 -0.1382 1.093E-23 5.768E+02
2.441E+01 0.0512 -0.1392 1.082E-23 5.710E+02
2.455E+01 0.0509 -0.1402 1.071E-23 5.652E+02
2.469E+01 0.0506 -0.1412 1.060E-23 5.594E+02
2.483E+01 0.0502 -0.1422 1.048E-23 5.538E+02
2.497E+01 0.0499 -0.1432 1.038E-23 5.482E+02
2.512E+01 0.0496 -0.1442 1.027E-23 5.427E+02
2.526E+01 0.0493 -0.1452 1.016E-23 5.373E+02
2.541E+01 0.0489 -0.1462 1.006E-23 5.319E+02
2.556E+01 0.0486 -0.1472 9.954E-24 5.267E+02
2.570E+01 0.0482 -0.1481 9.852E-24 5.215E+02
2.585E+01 0.0479 -0.1490 9.752E-24 5.164E+02
2.600E+01 0.0476 -0.1500 9.653E-24 5.113E+02
2.615E+01 0.0472 -0.1509 9.556E-24 5.063E+02
2.630E+01 0.0469 -0.1518 9.460E-24 5.014E+02
2.645E+01 0.0465 -0.1527 9.365E-24 4.966E+02
2.661E+01 0.0461 -0.1535 9.272E-24 4.918E+02
2.676E+01 0.0458 -0.1544 9.179E-24 4.871E+02
2.692E+01 0.0454 -0.1553 9.089E-24 4.825E+02
2.707E+01 0.0451 -0.1561 8.999E-24 4.779E+02
2.723E+01 0.0447 -0.1569 8.911E-24 4.734E+02
2.738E+01 0.0444 -0.1577 8.823E-24 4.689E+02
2.754E+01 0.0440 -0.1585 8.737E-24 4.645E+02
2.770E+01 0.0436 -0.1593 8.653E-24 4.602E+02
2.786E+01 0.0433 -0.1600 8.569E-24 4.559E+02
2.802E+01 0.0429 -0.1608 8.487E-24 4.517E+02
2.818E+01 0.0426 -0.1615 8.405E-24 4.475E+02
2.835E+01 0.0422 -0.1622 8.325E-24 4.434E+02
2.851E+01 0.0418 -0.1630 8.245E-24 4.394E+02
2.867E+01 0.0415 -0.1637 8.167E-24 4.353E+02
2.884E+01 0.0411 -0.1643 8.089E-24 4.314E+02
2.901E+01 0.0407 -0.1650 8.012E-24 4.274E+02
2.917E+01 0.0404 -0.1657 7.937E-24 4.235E+02
2.934E+01 0.0400 -0.1663 7.862E-24 4.197E+02
2.951E+01 0.0397 -0.1670 7.788E-24 4.159E+02
2.968E+01 0.0393 -0.1676 7.714E-24 4.122E+02
2.985E+01 0.0389 -0.1682 7.642E-24 4.084E+02
3.003E+01 0.0386 -0.1688 7.570E-24 4.048E+02
3.020E+01 0.0382 -0.1694 7.498E-24 4.010E+02
3.037E+01 0.0379 -0.1700 7.427E-24 3.974E+02
3.055E+01 0.0375 -0.1705 7.357E-24 3.938E+02
3.073E+01 0.0372 -0.1711 7.287E-24 3.902E+02
3.090E+01 0.0368 -0.1716 7.218E-24 3.866E+02
3.108E+01 0.0365 -0.1722 7.151E-24 3.831E+02
3.126E+01 0.0362 -0.1727 7.083E-24 3.797E+02
3.144E+01 0.0358 -0.1732 7.017E-24 3.763E+02
3.162E+01 0.0355 -0.1737 6.952E-24 3.729E+02
3.181E+01 0.0351 -0.1742 6.887E-24 3.695E+02
3.199E+01 0.0348 -0.1747 6.823E-24 3.662E+02
3.217E+01 0.0344 -0.1752 6.759E-24 3.629E+02
3.236E+01 0.0341 -0.1756 6.696E-24 3.597E+02
3.255E+01 0.0338 -0.1761 6.634E-24 3.565E+02
3.273E+01 0.0334 -0.1765 6.573E-24 3.533E+02
3.292E+01 0.0331 -0.1769 6.512E-24 3.502E+02
3.311E+01 0.0328 -0.1774 6.452E-24 3.470E+02
3.330E+01 0.0324 -0.1778 6.392E-24 3.439E+02
3.350E+01 0.0321 -0.1782 6.333E-24 3.409E+02
3.369E+01 0.0318 -0.1786 6.276E-24 3.379E+02
3.388E+01 0.0315 -0.1790 6.219E-24 3.350E+02
3.408E+01 0.0311 -0.1793 6.163E-24 3.321E+02
3.428E+01 0.0308 -0.1797 6.107E-24 3.292E+02
3.447E+01 0.0305 -0.1801 6.052E-24 3.263E+02
3.467E+01 0.0302 -0.1804 5.998E-24 3.235E+02
3.487E+01 0.0298 -0.1808 5.943E-24 3.207E+02
3.508E+01 0.0295 -0.1811 5.890E-24 3.179E+02
3.528E+01 0.0292 -0.1814 5.836E-24 3.151E+02
3.548E+01 0.0289 -0.1818 5.783E-24 3.123E+02
3.569E+01 0.0286 -0.1821 5.731E-24 3.096E+02
3.589E+01 0.0283 -0.1824 5.679E-24 3.069E+02
3.610E+01 0.0280 -0.1827 5.627E-24 3.042E+02
3.631E+01 0.0277 -0.1830 5.576E-24 3.015E+02
3.652E+01 0.0274 -0.1833 5.525E-24 2.988E+02
3.673E+01 0.0271 -0.1836 5.475E-24 2.962E+02
3.694E+01 0.0268 -0.1839 5.425E-24 2.936E+02
3.715E+01 0.0265 -0.1841 5.375E-24 2.910E+02
3.737E+01 0.0262 -0.1844 5.326E-24 2.884E+02
3.758E+01 0.0259 -0.1847 5.277E-24 2.858E+02
3.780E+01 0.0256 -0.1849 5.226E-24 2.832E+02
3.802E+01 0.0254 -0.1852 5.177E-24 2.806E+02
3.824E+01 0.0251 -0.1855 5.127E-24 2.780E+02
3.846E+01 0.0248 -0.1857 5.078E-24 2.754E+02
3.868E+01 0.0246 -0.1860 5.029E-24 2.728E+02
3.890E+01 0.0243 -0.1862 4.980E-24 2.702E+02
3.913E+01 0.0240 -0.1865 4.932E-24 2.677E+02
3.936E+01 0.0238 -0.1867 4.883E-24 2.651E+02
3.958E+01 0.0235 -0.1869 4.836E-24 2.626E+02
3.981E+01 0.0233 -0.1872 4.788E-24 2.601E+02
4.004E+01 0.0230 -0.1874 4.741E-24 2.576E+02
4.027E+01 0.0228 -0.1877 4.694E-24 2.551E+02
4.050E+01 0.0225 -0.1879 4.647E-24 2.526E+02
4.074E+01 0.0223 -0.1881 4.601E-24 2.502E+02
4.097E+01 0.0221 -0.1884 4.555E-24 2.477E+02
4.121E+01 0.0218 -0.1886 4.509E-24 2.453E+02
4.145E+01 0.0216 -0.1888 4.464E-24 2.429E+02
4.169E+01 0.0214 -0.1891 4.419E-24 2.405E+02
4.193E+01 0.0211 -0.1893 4.374E-24 2.381E+02
4.217E+01 0.0209 -0.1895 4.329E-24 2.357E+02
4.241E+01 0.0207 -0.1898 4.285E-24 2.334E+02
4.266E+01 0.0204 -0.1900 4.241E-24 2.311E+02
4.290E+01 0.0202 -0.1903 4.198E-24 2.287E+02
4.315E+01 0.0200 -0.1905 4.155E-24 2.264E+02
4.340E+01 0.0198 -0.1908 4.112E-24 2.242E+02
4.365E+01 0.0196 -0.1910 4.070E-24 2.219E+02
4.390E+01 0.0194 -0.1913 4.028E-24 2.197E+02
4.416E+01 0.0191 -0.1915 3.987E-24 2.175E+02
4.441E+01 0.0189 -0.1917 3.945E-24 2.153E+02
4.467E+01 0.0187 -0.1920 3.905E-24 2.131E+02
4.493E+01 0.0185 -0.1922 3.864E-24 2.109E+02
4.519E+01 0.0183 -0.1925 3.824E-24 2.088E+02
4.545E+01 0.0181 -0.1927 3.785E-24 2.067E+02
4.571E+01 0.0179 -0.1930 3.746E-24 2.046E+02
4.597E+01 0.0177 -0.1932 3.707E-24 2.025E+02
4.624E+01 0.0175 -0.1935 3.669E-24 2.005E+02
4.651E+01 0.0173 -0.1937 3.632E-24 1.985E+02
4.677E+01 0.0171 -0.1940 3.594E-24 1.965E+02
4.704E+01 0.0169 -0.1942 3.557E-24 1.945E+02
4.732E+01 0.0167 -0.1945 3.521E-24 1.925E+02
4.759E+01 0.0165 -0.1947 3.484E-24 1.906E+02
4.786E+01 0.0163 -0.1950 3.448E-24 1.886E+02
4.814E+01 0.0162 -0.1952 3.413E-24 1.867E+02
4.842E+01 0.0160 -0.1955 3.378E-24 1.848E+02
4.870E+01 0.0158 -0.1957 3.343E-24 1.830E+02
4.898E+01 0.0156 -0.1960 3.308E-24 1.811E+02
4.926E+01 0.0154 -0.1963 3.274E-24 1.793E+02
4.955E+01 0.0152 -0.1965 3.240E-24 1.775E+02
4.983E+01 0.0151 -0.1968 3.207E-24 1.757E+02
5.012E+01 0.0149 -0.1970 3.174E-24 1.739E+02
5.041E+01 0.0147 -0.1972 3.141E-24 1.721E+02
5.070E+01 0.0145 -0.1974 3.108E-24 1.703E+02
5.099E+01 0.0144 -0.1976 3.076E-24 1.686E+02
5.129E+01 0.0142 -0.1978 3.044E-24 1.669E+02
5.158E+01 0.0140 -0.1980 3.013E-24 1.652E+02
5.188E+01 0.0139 -0.1982 2.981E-24 1.635E+02
5.218E+01 0.0137 -0.1984 2.950E-24 1.618E+02
5.248E+01 0.0136 -0.1986 2.919E-24 1.601E+02
5.278E+01 0.0134 -0.1988 2.888E-24 1.585E+02
5.309E+01 0.0132 -0.1989 2.858E-24 1.568E+02
5.339E+01 0.0131 -0.1991 2.828E-24 1.552E+02
5.370E+01 0.0129 -0.1993 2.798E-24 1.536E+02
5.401E+01 0.0128 -0.1994 2.769E-24 1.520E+02
5.433E+01 0.0126 -0.1996 2.740E-24 1.504E+02
5.464E+01 0.0125 -0.1998 2.711E-24 1.489E+02
5.495E+01 0.0123 -0.1999 2.682E-24 1.473E+02
5.527E+01 0.0122 -0.2001 2.654E-24 1.458E+02
5.559E+01 0.0120 -0.2003 2.626E-24 1.443E+02
5.591E+01 0.0119 -0.2004 2.599E-24 1.428E+02
5.623E+01 0.0117 -0.2006 2.571E-24 1.413E+02
5.656E+01 0.0116 -0.2007 2.545E-24 1.399E+02
5.689E+01 0.0115 -0.2008 2.518E-24 1.384E+02
5.721E+01 0.0113 -0.2010 2.492E-24 1.370E+02
5.754E+01 0.0112 -0.2011 2.465E-24 1.356E+02
5.788E+01 0.0111 -0.2012 2.440E-24 1.342E+02
5.821E+01 0.0109 -0.2014 2.414E-24 1.328E+02
5.855E+01 0.0108 -0.2015 2.389E-24 1.314E+02
5.888E+01 0.0107 -0.2016 2.364E-24 1.301E+02
5.922E+01 0.0105 -0.2017 2.339E-24 1.287E+02
